,user,song,play_count,total_play_count,fractional_play_count
2277,a15075a926c1998d91940f118342ba8356efc7d4,SOVALQH12AB0189114,1,512,0.001953125
28841,4ea4ef23853df11d4321bc458471a7b42aeb54cf,SOWSHHE12AF729F422,3,667,0.004497751124437781
5365,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOCVTLJ12A6310F0FD,15,716,0.02094972067039106
2129,dd29009e6148c8c21544c27e7c074b4601ba54e5,SOPSOHT12A67AE0235,1,70,0.014285714285714285
24130,2a3d80f37b92fa113d4f4b0785d797153cca5f63,SOVFBUL12A58A7B498,2,397,0.005037783375314861
6512,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOFGJCW12AF72A812D,1,792,0.0012626262626262627
23635,2c2790c0ce23f00f1b642fd356ec6854a133d083,SOVGLTY12AF72A39CD,3,610,0.004918032786885246
23857,d2423c01882062ac950909b0ffe96b30e54ab063,SOIMCDE12A6D4F8383,18,2036,0.008840864440078585
25843,486a5615473bfccae823c0538dd22dffbf986ff4,SOHFNKO12AB017C772,15,260,0.057692307692307696
10639,353e70f6690406aad7e51706bfd9df6aaab7ec55,SOTVLQY12A58A798C2,1,287,0.003484320557491289
24375,0252acdea2a493da2704c23eebaeaa155b18b7d0,SONOYIB12A81C1F88C,2,933,0.0021436227224008574
6286,0c68affd09224b5231f656c31aec29505da2f661,SOTVLQY12A58A798C2,1,349,0.0028653295128939827
414,45f06d9d15adbd8575a63e848b1f1c202afbf308,SOVYTXK12AB01800F5,19,640,0.0296875
6566,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOONUTJ12A6701D7B4,2,792,0.0025252525252525255
31279,dbb235f944fe78ef8198950e64e4bbc2bdbef172,SOQAJHW12AB0186004,2,160,0.0125
658,04043d5716a2359f49f62d13c7c3d3e72b28f520,SOWEWRL12A58A7961F,2,212,0.009433962264150943
2623,fe2d77de7e57f3b3eedcf473545110b13ca03426,SORRCNC12A8C13FDA9,8,919,0.008705114254624592
19440,2eb0876f28b485ed457921f6514079bf6be1e0cf,SOUFWFG12AC9072C7E,17,415,0.04096385542168675
32964,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOVTQLS12A6D4F8350,12,658,0.0182370820668693
33382,22f6aae94643c2cea285413068f80274e7f1f75e,SOGWJEY12AC9618862,6,1696,0.003537735849056604
3662,25f83a09541073b1bde62e6e513cb938d3b148de,SOKUPAO12AB018D576,4,1334,0.0029985007496251873
2477,0b19fe0fad7ca85693846f7dad047c449784647e,SOTWSXL12A8C143349,155,2177,0.07119889756545705
15823,119b7c88d58d0c6eb051365c103da5caf817bea6,SOEGIYH12A6D4FC0E3,6,2477,0.0024222850222042794
9475,113255a012b2affeab62607563d03fbdf31b08e7,SORUFVF12AB018230B,9,626,0.01437699680511182
23008,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOOWVNN12A8C140775,9,1172,0.007679180887372013
9704,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOKUPAO12AB018D576,3,748,0.004010695187165776
30114,6b9ef666e3b10fd428530e519e1a3f68c2fbbd1a,SOMGIYR12AB0187973,33,354,0.09322033898305085
28058,510f6fb2dcf2aee3a65cbd79fff752e9259f0a13,SOLFXKT12AB017E3E0,67,405,0.1654320987654321
29093,51737e957624c4dd888ae6ea6cd066754e43553f,SOOWPBJ12A8C137FB4,1,154,0.006493506493506494
25189,d19e8c59d207bf3e3c7ca0248a1fa684c00d006b,SOPWZGK12A67020744,2,354,0.005649717514124294
27874,ceac6b2713499c25cf217ec915063de66e26a586,SOSKDTM12A6701C795,3,398,0.007537688442211055
32002,c2dbf6f4c32dc36af4d6fadb16cd8b79c64a6aa8,SOKXYUW12A8C140229,1,824,0.0012135922330097086
8071,597464c554c28f95c08553bc7336dfaae2b3abba,SOXPSGF12AB0187589,3,408,0.007352941176470588
37081,e6e0f68e948d7bcbf2ed9c4506a40a139a5e7bc7,SOZBZSY12A6D4FA404,3,681,0.004405286343612335
9206,bd158e566db8d5879124cf177d2ee91e80362075,SOUGOHW12AB018AEA3,4,395,0.010126582278481013
22065,6326095256b355d4b4fa34771b7b524a1c4cc8f8,SOBONKR12A58A7A7E0,6,931,0.00644468313641246
28850,4ea4ef23853df11d4321bc458471a7b42aeb54cf,SOYJDRA12AB017F30D,2,667,0.0029985007496251873
30937,8b64bf1db75f427e41133d39955fb3f1a28417d9,SOVWBYM12A6D4F8A22,23,205,0.11219512195121951
30173,9784566a61c79b18b5d72584f3cc95ea134d14de,SOJGZXL12A6D4F2980,6,183,0.03278688524590164
29668,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOTVLQY12A58A798C2,30,970,0.030927835051546393
22228,6326095256b355d4b4fa34771b7b524a1c4cc8f8,SOWCKVR12A8C142411,2,931,0.0021482277121374865
11242,ff7429bd2788349b026cf8f8a7a4b3f3971a310a,SOXDQPZ12A8C13F4FC,39,303,0.12871287128712872
5538,e3fce0e4f316567685119c9af7d04d67c84f0a46,SOSYHME12A8C135DD8,18,293,0.06143344709897611
16068,797cbbace429fee2717a14ff992df0acd3990368,SOOXLND12A6D4FE36E,2,191,0.010471204188481676
2582,fe2d77de7e57f3b3eedcf473545110b13ca03426,SOFLJQZ12A6D4FADA6,12,919,0.013057671381936888
26251,cdb0890015b23c5180dc6d503d6f1b7b8b545aef,SOOLWEJ12AB0186DA4,9,515,0.017475728155339806
37109,3288389bf9ef956a23a0a4ea86f60bf24ba7f69e,SOPXKYD12A6D4FA876,1,80,0.0125
16503,062eef2a03b53d2b10f5018135e3361659c6a3bf,SORYLNP12A8C13C3E7,1,208,0.004807692307692308
28019,1ba976595e1484dfe7d5ce29231922ca1b0dbd27,SOXCCPU12A58A7BF1E,19,148,0.12837837837837837
20257,a0169cbcc939f1ef5fded0e109f71525936498cc,SOHNVHC12A6D4F95AB,4,459,0.008714596949891068
9116,e04a9e4861256079476c25d655d97c1c5603b3cd,SOQTPLM12B0B809575,18,419,0.04295942720763723
19923,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOGTDJQ12A8C13324F,71,1582,0.04487989886219975
31050,1991ec49e285545363025ffcb4988c6dd860c766,SOPUCYA12A8C13A694,56,339,0.16519174041297935
24849,2be94fe8976330172517c748780600f38ff55c2c,SOWEHOM12A6BD4E09E,5,1032,0.0048449612403100775
29631,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOQLUTQ12A8AE48037,2,970,0.002061855670103093
22679,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOUPMLF12A6701EAFE,1,563,0.0017761989342806395
12601,cbc7bddbe3b2f59fdbe031b3c8d0db4175d361e6,SOVLJHG12A81C21AA0,2,107,0.018691588785046728
21687,86b32a02bc024a253ca140e2fd17e685607a28ed,SOAUWYT12A81C206F1,12,124,0.0967741935483871
12809,52c79ed4030798e03f90cc2f46de9a92b7537c92,SOUVDUK12A8AE489A3,1,382,0.002617801047120419
19972,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOEGIYH12A6D4FC0E3,40,1000,0.04
29608,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOOWVNN12A8C140775,5,970,0.005154639175257732
28770,4ea4ef23853df11d4321bc458471a7b42aeb54cf,SOIIOUS12A8AE47E20,13,667,0.019490254872563718
2818,d8aace9308e530e0f1ef2a85258b62f8245be423,SOLCKAS12A8C14242A,16,419,0.03818615751789976
15521,b591619dbc25ef7b4451456dd1b01b56033e1d8d,SONMBPQ12A6D4F95A3,6,667,0.008995502248875561
33510,22f6aae94643c2cea285413068f80274e7f1f75e,SOUKJBT12A6701C4D6,5,1696,0.00294811320754717
24583,4cf9722427d38047fe018ff035305f2ff3398dee,SOYLDJC12A6701E2FF,2,211,0.009478672985781991
16207,934438129c278fe6bb3de6a3275dba13891674ab,SOFEGST12A58A7D682,10,861,0.011614401858304297
8866,1f91494ea547a8eb6168ba08735a667667c47e04,SOUNJIO12AB0181339,1,466,0.002145922746781116
24565,4cf9722427d38047fe018ff035305f2ff3398dee,SORVBEQ12A8C133D6B,10,211,0.04739336492890995
35191,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOVDLZN12AB0185BEA,7,389,0.017994858611825194
22649,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOSBKKN12A8C1384B4,1,563,0.0017761989342806395
25766,1a3da397d1e12c93dfcc4dba418432bee5be3dfe,SOTKYBW12A8C13C3EA,17,735,0.02312925170068027
13501,9bd994a555e00a952696e113880ab37bfd50d2d1,SOILFUU12AB017C75F,4,452,0.008849557522123894
6902,ab8fcf84d35479e7a2c88416040e67a78217fbda,SORFVMQ12AB0184135,79,638,0.1238244514106583
33691,7be76db45f21dcbb68ff9cc55ebeddcb1db71479,SOREBOB12A6D4F7986,3,137,0.021897810218978103
16579,f84fb3d29bb05bb9dec96684215c763ccbbc67a9,SORPVUD12A67020454,12,572,0.02097902097902098
33274,956dc1095d8f22575d3936191ce20b789b0ffc4d,SOKLRPJ12A8C13C3FE,1,172,0.005813953488372093
32290,aff2b00aeba4a389d22c474dc33645e0a6dfd56e,SOZUVYE12AB017CA2D,6,171,0.03508771929824561
12362,0bddd6707477153b58e187ff937caf70ca1d5f62,SOPTLQL12AB018D56F,1,799,0.0012515644555694619
37287,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOSLQQJ12AB017BDCC,1,514,0.0019455252918287938
9909,4ae01afa8f2430ea0704d502bc7b57fb52164882,SOKUTUM12A6701D9CD,9,1386,0.006493506493506494
34100,a4ccc36714975978b545e35db83584fa9f7fa6c6,SOLRPJX12A58A79808,2,187,0.0106951871657754
27169,67f2478f4356a9be264521f64b56db8de22bc9f5,SOISNSU12AC468C0D8,11,879,0.012514220705346985
36722,7e543508a213f4f22e0cb54ecf2df9c370070a28,SORRCNC12A8C13FDA9,1,208,0.004807692307692308
18194,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOLGPOU12A58A7EA20,32,3985,0.008030112923462986
3047,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOXQYSC12A6310E908,12,643,0.01866251944012442
14509,281deab3afccc906251ef67a8eda2b9f9baec459,SOUVDUK12A8AE489A3,17,1844,0.009219088937093275
29362,20ecc83aa91f1aa3f08ec0e7c21777f8d85ee7e5,SOGTDJQ12A8C13324F,8,482,0.016597510373443983
37455,491d048e26c51fcda0744355bf191d4ccf36f118,SOMGIYR12AB0187973,2,191,0.010471204188481676
14469,281deab3afccc906251ef67a8eda2b9f9baec459,SOLRGVL12A8C143BC3,74,1844,0.04013015184381779
7939,7bdfc45af7e15511d150e2acb798cd5e4788abf5,SOAXGDH12A8C13F8A1,15,523,0.028680688336520075
34822,6c99ae7e53e91f7e839444b2f00c8503a4a10fcf,SOWQXHG12AB0189D1A,10,174,0.05747126436781609
24090,2a3d80f37b92fa113d4f4b0785d797153cca5f63,SOOGBWC12A8C140B96,6,397,0.015113350125944584
2983,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOKKKZW12A6D4F7F88,8,643,0.012441679626749611
22670,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOUCKDH12A8C138FF5,1,563,0.0017761989342806395
35491,2b8b819c92836d86d891d2c41bd25fdffd759898,SOYMIMI12AB0181E5C,7,224,0.03125
12634,1b7f854554b1720763e7b02470ba8d35b54c4358,SOOTKWZ12AB0181082,2,284,0.007042253521126761
8154,6a3ec54b60e6a2d13a074046751f9364319c546c,SOYBHSI12A58A7D58B,18,777,0.023166023166023165
29644,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SORPVUD12A67020454,8,970,0.008247422680412371
10892,486c99dddf3555a2422a4e122b72f2ad0aed194c,SOMGVYU12A8C1314FF,42,337,0.12462908011869436
11575,db6a78c78c9239aba33861dae7611a6893fb27d5,SOSNOSA12A67ADA05B,1,1229,0.0008136696501220504
33508,22f6aae94643c2cea285413068f80274e7f1f75e,SOUGCDK12AC95F075F,5,1696,0.00294811320754717
6059,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOTVLQY12A58A798C2,1,1259,0.0007942811755361397
11222,ff7429bd2788349b026cf8f8a7a4b3f3971a310a,SONYKOW12AB01849C9,2,303,0.006600660066006601
12040,4c6c5c381582e55c835de338dab42c9ea1cb9c00,SOSACAB12AB01876E4,1,76,0.013157894736842105
28249,44ec3ce6ed442ea08e7872cba62489f5b0ed08ec,SOAXGDH12A8C13F8A1,2,138,0.014492753623188406
8587,40436a67317cf9cc8c835cdbc088222f932ca3b1,SOOFYTN12A6D4F9B35,2,712,0.0028089887640449437
29263,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOQHWMN12A6701E2D9,13,1205,0.010788381742738589
660,04043d5716a2359f49f62d13c7c3d3e72b28f520,SOXDQPZ12A8C13F4FC,15,212,0.07075471698113207
3309,4be305e02f4e72dad1b8ac78e630403543bab994,SOSXLTC12AF72A7F54,9,3868,0.002326783867631851
772,67874d1a189c83326c529e554be6f7acf55effae,SOPSOHT12A67AE0235,1,434,0.002304147465437788
10237,b0a3d755fe4a6549e241676b0a388e9410749c05,SOLZEED12A6D4FA8C9,12,1076,0.011152416356877323
28465,f8181f9b3d85fa4ac04c66bc9f84f0ad2a18a777,SOZAPQT12A8C142821,1,787,0.0012706480304955528
323,6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOWOMMY127F8096DF9,1,942,0.0010615711252653928
34564,c0dc381d5ddf02f5182179c164ca65db6c8f572b,SOUJVIT12A8C1451C1,9,682,0.013196480938416423
30864,b7c24f770be6b802805ac0e2106624a517643c17,SOYGKNI12AB0187E6E,6,2040,0.0029411764705882353
12821,52c79ed4030798e03f90cc2f46de9a92b7537c92,SOWRMTT12A8C137064,2,382,0.005235602094240838
24556,4cf9722427d38047fe018ff035305f2ff3398dee,SOOSJIV12AF729E09E,4,211,0.018957345971563982
31105,480f3a551bbcdb53f8eb28e44614aa7ce0cc8d0e,SOULHTS12A6D4FAE9C,1,377,0.002652519893899204
35041,954469357b2434a20c76e940eca93185141b7f9b,SOMLYJD12A58A7B155,3,307,0.009771986970684038
13817,0f9ff24431527748aa98d5bc979e22b48a658ec3,SOTSRUQ12A81C22359,4,232,0.017241379310344827
9403,324de4a258619466993c3bd75f340bc19e82bc62,SOTVLQY12A58A798C2,1,139,0.007194244604316547
798,67874d1a189c83326c529e554be6f7acf55effae,SOVALQH12AB0189114,3,434,0.0069124423963133645
36087,00fa0c8162aa95341f4da9defede8aae0675d3cc,SOAXGDH12A8C13F8A1,19,600,0.03166666666666667
1295,6d625c6557df84b60d90426c0116138b617b9449,SOUVTSM12AC468F6A7,6,1089,0.005509641873278237
10596,353e70f6690406aad7e51706bfd9df6aaab7ec55,SONNNEH12AB01827DE,1,287,0.003484320557491289
28870,6c2baa9bfea08ed197d38b9d1606aa5ca57e11ce,SOJGZXL12A6D4F2980,2,624,0.003205128205128205
2896,da3890400751de76f0f05ef0e93aa1cd898e7dbc,SOIZLKI12A6D4F7B61,5,592,0.008445945945945946
13792,9e0a50a7dd689f541800fadcf0ab13d822b6b51c,SOUVUHC12A67020E3B,9,296,0.030405405405405407
33034,fb644c3f2a83114325dc67b97df0bce60b5ac9a1,SOQGJZA12A8C1367AE,6,641,0.0093603744149766
22629,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SONVPTP12A6D4F7A34,1,563,0.0017761989342806395
4062,96f7b4f800cafef33eae71a6bc44f7139f63cd7a,SOTHABI12A58A7DACB,1,265,0.0037735849056603774
12409,fe9a05c03c29da973743a83b80d1660748077432,SOMOFOP12AB01825DD,1,109,0.009174311926605505
12181,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SOLGPOU12A58A7EA20,3,989,0.003033367037411527
4307,e5b1a35349132afe4f96dd6b39cdc4d94031eb1b,SOUFWEW12AB0180EB7,1,316,0.0031645569620253164
20735,99f86869c18bbd4a181e7d61c413d420323a5bf0,SOPJULC12A6D4F667F,3,433,0.006928406466512702
29342,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOXVVSM12A8C142224,1,1205,0.0008298755186721991
18848,1a3cebe4f11f71abf431387fb5854423052e93db,SOUSZSW12AB01800C2,1,1345,0.0007434944237918215
1823,7e89a43dc229de4259b5a36053de255a6247a773,SOYWTUB12A8C13B429,3,110,0.02727272727272727
21447,690ab317e29d08acb0a11e82eb0f83428cf812f9,SOWWCNJ12A81C1FFA5,6,147,0.04081632653061224
25163,d19e8c59d207bf3e3c7ca0248a1fa684c00d006b,SOIZLKI12A6D4F7B61,2,354,0.005649717514124294
11322,9560966fa5a7d4785a96b542a4b8a4ce1de4258e,SOUSOOB12A8C13371F,1,199,0.005025125628140704
21989,f6d78516f331c684ee611e07effcb796e94ae456,SOUVLRM12A8C141A0E,3,666,0.0045045045045045045
20346,a0169cbcc939f1ef5fded0e109f71525936498cc,SOXCDAP12A8C1371AF,1,459,0.002178649237472767
29812,2b3e60309a89ea57df2f9ffe7dcb5871fcc8bc83,SOLTIVF12AAFF43797,4,153,0.026143790849673203
30957,1fc2a7f42424249718cc544a0a1036a69d5bc7b8,SOUKXIN12A8C133C7F,15,395,0.0379746835443038
35267,3fa44653315697f42410a30cb766a4eb102080bb,SOTVJEN12A8C13B064,99,2696,0.03672106824925816
1088,6ccd111af9b4baa497aacd6d1863cbf5a141acc6,SOXRSDX12A67ADA057,1,409,0.0024449877750611247
32248,80f3cceeac5a7266b6d3696c04f21925e72bf9f4,SOZARJQ12A6D4F66CE,1,433,0.0023094688221709007
7204,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOTHQRU12A58A78698,1,323,0.0030959752321981426
4787,c15570ec9ccc9f4093fc51dba952de0558c74ae7,SOTEPSZ12AB018C99D,21,491,0.04276985743380855
8434,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOUNJIO12AB0181339,14,1060,0.013207547169811321
44,4e11f45d732f4861772b2906f81a7d384552ad12,SOREPNQ12A58A7B49E,2,259,0.007722007722007722
6635,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOWKQYL12AB0183B15,2,792,0.0025252525252525255
33115,fb644c3f2a83114325dc67b97df0bce60b5ac9a1,SOYIOZB12A58A797FC,5,641,0.0078003120124804995
33420,22f6aae94643c2cea285413068f80274e7f1f75e,SOLRGVL12A8C143BC3,6,1696,0.003537735849056604
26663,b3c3f21a853a53c9de20dd1cd10391eb9a1e2db8,SOZVMYF12A8C132646,1,500,0.002
4202,bb279e21a433803eb4a3dc5d31d2fed80d06fc98,SOLGLUC12AB018A8FA,1,394,0.0025380710659898475
33622,36bee226881241a38e3c9997cf0c84e2959035e7,SOHJOLH12A6310DFE5,10,488,0.020491803278688523
7843,ee0a82caa004000e80a192be7c455a53b8256f20,SOPTLQL12AB018D56F,1,202,0.0049504950495049506
924,1aa4fd215aadb160965110ed8a829745cde319eb,SOOWPBJ12A8C137FB4,3,272,0.011029411764705883
20828,2e259fa6ebcc8b4df0ee93b8a9b94f3dce8b4272,SOZUPDR12A8C137FB6,3,428,0.007009345794392523
33010,fb644c3f2a83114325dc67b97df0bce60b5ac9a1,SOKEYJQ12A6D4F6132,1,641,0.0015600624024961
26062,14704dda3b07d77a3ec68db2252c7c713553fcc0,SOTEKMT12A67AD954E,1,228,0.0043859649122807015
1628,dc02d3c4fb534ca1406f720c70678e5858a5ca0a,SOULBNJ12AB01851E9,6,971,0.006179196704428424
23413,b7032f457c624e23113c39b2f9c444a961c3fdf8,SONHWUN12AC468C014,1,550,0.0018181818181818182
4268,e5b1a35349132afe4f96dd6b39cdc4d94031eb1b,SOLLDVS12AB0183835,1,316,0.0031645569620253164
9693,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOIMCDE12A6D4F8383,1,748,0.001336898395721925
27679,87d631b1176d2a1c12a9663314b7d7946445786b,SOWEWRL12A58A7961F,12,130,0.09230769230769231
5419,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOSCDWE12AB01823C4,4,716,0.00558659217877095
15260,736083bd7ecd162effb7668cab6c281945762e85,SOYPRBR12A8C14396C,3,387,0.007751937984496124
11436,5bf800bef870a6c00532a1e67a15a715f80a7184,SOLFXKT12AB017E3E0,12,822,0.014598540145985401
3657,25f83a09541073b1bde62e6e513cb938d3b148de,SOJYBJZ12AB01801D0,1,1334,0.0007496251874062968
19814,d66c5b1be56e90603867af719662c9ac2efeb9f0,SOQGSUC12A8C13B66D,14,635,0.02204724409448819
14684,625d0167edbc5df88e9fbebe3fcdd6b121a316bb,SONQBUB12A6D4F8ED0,1,597,0.0016750418760469012
24606,991d7734c0de7ba034893145288e55dfa84caea9,SOTTGRP12A67ADE985,1,241,0.004149377593360996
30769,b7c24f770be6b802805ac0e2106624a517643c17,SOSLQQJ12AB017BDCC,4,2040,0.00196078431372549
28928,c6407c06bb11a4fc74b1dbbd4b4474d89581f08b,SOAXGDH12A8C13F8A1,10,763,0.01310615989515072
23079,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOUYMPF12A58A7C78A,1,1172,0.0008532423208191126
32760,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOXJHPY12AF72A5227,1,1519,0.0006583278472679394
8667,4552b85a1b315556ad50d4a10942a3e86fc7d72c,SOFGJCW12AF72A812D,1,1247,0.0008019246190858059
34724,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOUGAYN12A6D4F6E90,1,832,0.001201923076923077
20253,a0169cbcc939f1ef5fded0e109f71525936498cc,SOFCPOU12A8C13BF40,2,459,0.004357298474945534
12842,4a3c29a00b09fc26fccf843c8c52bdd74f19cf32,SOXQROF12AB0186B1D,76,81,0.9382716049382716
3491,315213e4a0e89abdd69633c46f83b6e1dc0e8d87,SOLWHSJ12A67AE227B,5,55,0.09090909090909091
21485,770329427afe6a43d67b175060299a66385fafba,SOTHABI12A58A7DACB,1,656,0.001524390243902439
27357,002b63a7e2247de6d62bc62f253474edc7dd044c,SORUFVF12AB018230B,3,686,0.004373177842565598
31106,480f3a551bbcdb53f8eb28e44614aa7ce0cc8d0e,SOUNZHU12A8AE47481,12,377,0.03183023872679045
6119,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOYGHUM12AB018139C,1,1259,0.0007942811755361397
26625,e32ad2237aac1ac4971b6585686fc70ba6b5ffbf,SOUKJBT12A6701C4D6,1,247,0.004048582995951417
23593,2c2790c0ce23f00f1b642fd356ec6854a133d083,SOBOUPA12A6D4F81F1,1,610,0.001639344262295082
33205,a4a068221b97aad518af038628daf1180e30113a,SOZZIOH12A67ADE300,2,577,0.0034662045060658577
26494,8febc928241a0c88adca87a428fe0650e902a683,SOWKQYL12AB0183B15,1,416,0.002403846153846154
31210,44bf2bb66daf59a20d7b7df64fda29ec16c74cb9,SOXCCPU12A58A7BF1E,1,254,0.003937007874015748
10341,b0a3d755fe4a6549e241676b0a388e9410749c05,SOYFMNU12AB0181435,1,1076,0.0009293680297397769
17891,f0da5f1500f48e04e8162df28ebbeb1d5eca3cc9,SOTEPSZ12AB018C99D,1,166,0.006024096385542169
12130,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SODCNJX12A6D4F93CB,3,989,0.003033367037411527
12943,25882dd48e8b21d31242bb54d4a261e907dbf96a,SOUODFE12A58A80347,1,97,0.010309278350515464
13520,9bd994a555e00a952696e113880ab37bfd50d2d1,SOSLZXV12A8C1354C9,12,452,0.02654867256637168
17219,6e0a8e9103ad7d68e63d350fbff3386c75613ab2,SOKZZGT12A67ADA4C3,18,686,0.026239067055393587
22890,b85e70839fc5b7fd6efe8e152c9e20021157bea3,SOFKABN12A8AE476C6,18,608,0.029605263157894735
36789,7e543508a213f4f22e0cb54ecf2df9c370070a28,SOZHJKI12A81C2248F,2,208,0.009615384615384616
18174,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOISNSU12AC468C0D8,10,3985,0.002509410288582183
15490,80c5812424adf785c62f2746a0de0e0ef0085f08,SOVMGXI12AF72A80B0,6,184,0.03260869565217391
24059,60760dee24fde175d395a821aa36dab85a579086,SOWKGCO12AC4687E42,4,262,0.015267175572519083
31769,90d2fcb1dbe47dc1e9442587e259811a0437a13f,SOYUDDS12A6D4F7BD6,3,503,0.005964214711729622
27195,67f2478f4356a9be264521f64b56db8de22bc9f5,SOQWZAB12AB017C6F7,15,879,0.017064846416382253
6215,8ce501388bc1fa1c67f7563d9b2e13ce4554e375,SOZFYTZ12AB018565D,1,138,0.007246376811594203
27111,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOPQLBY12A6310E992,2,606,0.0033003300330033004
684,ee30810179c611d32705fe0b71333dcb8703b30a,SODGJKH12AAA8C9487,17,190,0.08947368421052632
1432,083a2a59603a605275107c00812a811526c2a0af,SOFCPOU12A8C13BF40,19,1081,0.01757631822386679
10057,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e,SOWYYUQ12A6701D68D,3,429,0.006993006993006993
6709,cd58f3d02bfa9e5df95971cde778593012241236,SOVWPNQ12A8C132A63,27,471,0.05732484076433121
6975,b3dd0cfd6801e5af3a1a42acd9055f97c0112ad8,SONOYIB12A81C1F88C,29,1540,0.01883116883116883
20279,a0169cbcc939f1ef5fded0e109f71525936498cc,SOOXJDU12A8AE47ECB,3,459,0.006535947712418301
34640,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOFLJQZ12A6D4FADA6,9,832,0.010817307692307692
31277,dbb235f944fe78ef8198950e64e4bbc2bdbef172,SOPUCYA12A8C13A694,1,160,0.00625
30531,4748dd6561d01b44a5add4c9e1e4282f1578bdcc,SOVTLQW12AB0186641,5,1219,0.004101722723543888
22830,17d3104690880b6fbc4e347414c3999fa5df155a,SOSNMJN12A58A7A649,1,275,0.0036363636363636364
21789,138d73356c23e6e12aa82fb5dc9225428c196464,SOOAVGC12AB01821EC,1,361,0.002770083102493075
31807,02471b044e6bdff7c01e1ea2791214268ba5aaf4,SOPUCYA12A8C13A694,12,362,0.03314917127071823
9179,bd158e566db8d5879124cf177d2ee91e80362075,SODCNJX12A6D4F93CB,1,395,0.002531645569620253
5380,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOKMHKY12AF72AB079,1,716,0.0013966480446927375
29781,125878fa33947aaf4a8cdb1fb4843298f31a0ae0,SOMRYYN12A6310F0F3,12,378,0.031746031746031744
16778,3becbc727a8572453d170c909829fda9e6d00554,SOMCMKG12A8C1347BF,1,390,0.002564102564102564
6553,eaa2b3c9e086a662ab15e10ca6211a3207f40a50,SOMJFPG12A58A7DD95,1,792,0.0012626262626262627
16141,a09d7a1cf61f8014900ce691c24d2c67b9f36ae3,SOYIOZB12A58A797FC,8,259,0.03088803088803089
2628,fe2d77de7e57f3b3eedcf473545110b13ca03426,SOSXLTC12AF72A7F54,36,919,0.03917301414581066
10802,4468ce74671606114d8fe94ebbd928b9e925d049,SOZHJKI12A81C2248F,14,573,0.02443280977312391
35099,954469357b2434a20c76e940eca93185141b7f9b,SOWGDDU12AF72A03DA,1,307,0.003257328990228013
3255,4be305e02f4e72dad1b8ac78e630403543bab994,SOKMHKY12AF72AB079,51,3868,0.013185108583247156
11486,db6a78c78c9239aba33861dae7611a6893fb27d5,SOAUWYT12A81C206F1,6,1229,0.004882017900732303
17487,ab792cde4fb868b3cf232791f173f7fd5e2ee83d,SOUBZPQ12A8C13629D,1,411,0.0024330900243309003
7740,6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOZVCRW12A67ADA0B7,1,684,0.0014619883040935672
27883,ceac6b2713499c25cf217ec915063de66e26a586,SOTXDCY12AF729A39B,1,398,0.002512562814070352
8493,31cbbdbd5a1a6ef64601dee9144c7c20494452a7,SOMMUKQ12AB01801A5,4,1730,0.0023121387283236996
